,Unnamed: 0,NameInstance,tot_real_time,tot_cputime,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,nb_generated_col,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,n,m,first_size_graph,size_after_reduced_cost
145,161.0,wt040_041,1.186063,1.129741,0.546639,0.546646,0.551665,0.030455,0.287574,0.003629,17634,17698,0.003629,222,4/10/2019,4,1,0.8,2,40,4,34842,8278
146,162.0,wt040_041,2.113894,2.0453240000000004,1.363996,1.364002,0.625099,0.054119000000000014,0.465156,0.000227,30798,30805,0.000227,448,4/10/2019,4,1,0.8,3,40,2,62304,4083
147,164.0,wt040_041,1.054547,0.977916,0.4055760000000001,0.405579,0.561983,0.01052,0.170373,0.003629,17634,17698,0.003629,230,4/10/2019,4,1,0.8,4,40,4,34842,8294
148,165.0,wt040_041,2.5083330000000004,2.447736,1.78529,1.785298,0.615683,0.038305,0.801373,0.000227,30798,30805,0.000227,464,4/10/2019,4,1,0.8,4,40,2,62304,5054
149,166.0,wt040_041,2.708657,2.636091,1.973649,1.973655,0.616564,0.043711,0.961734,0.000227,30798,30805,0.000227,491,4/10/2019,4,1,0.8,1,40,2,62304,4257
150,168.0,wt040_041,1.391546,1.35425,0.754937,0.754943,0.561914,0.03705,0.5228149999999999,0.003629,17634,17698,0.003629,215,4/10/2019,4,1,0.8,5,40,4,34842,10116
151,169.0,wt040_041,1.300994,1.244785,0.642315,0.642323,0.557884,0.044296,0.428389,0.003629,17634,17698,0.003629,220,4/10/2019,4,1,0.8,7,40,4,34842,10058
152,170.0,wt040_041,3.103307,3.026371,2.375831,2.375838,0.611742,0.037329,1.495969,0.000227,30798,30805,0.000227,441,4/10/2019,4,1,0.8,2,40,2,62304,4882
153,171.0,wt040_041,1.702721,1.662198,1.057791,1.057798,0.570635,0.032024000000000004,0.788712,0.003629,17634,17698,0.003629,230,4/10/2019,4,1,0.8,8,40,4,34842,10102
154,172.0,wt040_036,4.873854,4.78136,3.736717,3.736727,0.913068,0.0,3.241253,0.004783,10662,10713,0.004783,262,4/10/2019,4,1,0.8,10,40,2,792563,61373
155,173.0,wt040_041,3.239391,3.198738,2.514106,2.514112,0.621977,0.05768,1.58545,0.000227,30798,30805,0.000227,448,4/10/2019,4,1,0.8,7,40,2,62304,9096
156,174.0,wt040_041,2.348877,2.275351,1.6996369999999998,1.699642,0.540552,0.034506,1.454048,0.003629,17634,17698,0.003629,222,4/10/2019,4,1,0.8,6,40,4,34842,10108
157,175.0,wt040_046,0.8694219999999999,0.831866,0.119208,0.119213,0.6990460000000001,0.011999,0.036292000000000005,0.000000,19124,19124,0.000000,100,4/10/2019,4,1,0.8,1,40,4,23302,0
158,176.0,wt040_046,1.785418,1.7287169999999998,1.2914709999999998,1.291476,0.407425,0.029378,0.429894,0.000000,34146,34146,0.000000,486,4/10/2019,4,1,0.8,4,40,2,36270,0
159,177.0,wt040_046,2.181394,2.120341,1.71721,1.7172189999999998,0.386688,0.016188,0.42197,0.000000,34146,34146,0.000000,609,4/10/2019,4,1,0.8,3,40,2,36270,0
160,178.0,wt040_046,0.848292,0.820684,0.097786,0.097789,0.7072,0.014038,0.020032,0.000000,19124,19124,0.000000,96,4/10/2019,4,1,0.8,3,40,4,23302,0
161,179.0,wt040_046,0.911813,0.875725,0.134694,0.134702,0.726212,0.012016,0.064067,0.000000,19124,19124,0.000000,72,4/10/2019,4,1,0.8,2,40,4,23302,0
162,180.0,wt040_041,2.529761,2.465522,1.831878,1.831885,0.559501,0.0,1.594818,0.003629,17634,17698,0.003629,222,4/10/2019,4,1,0.8,10,40,4,409499,41825
163,181.0,wt040_046,2.414416,2.345671,1.931109,1.931115,0.398222,0.015382,0.916711,0.000000,34146,34146,0.000000,517,4/10/2019,4,1,0.8,2,40,2,36270,0
164,182.0,wt040_046,2.455707,2.3863990000000004,1.982717,1.982725,0.385051,0.018112,0.727542,0.000000,34146,34146,0.000000,607,4/10/2019,4,1,0.8,1,40,2,36270,0
165,183.0,wt040_041,4.523235,4.475642,3.80178,3.801787000000001,0.612272,0.056696,2.760624,0.000227,30798,30805,0.000227,491,4/10/2019,4,1,0.8,5,40,2,62304,8500
166,184.0,wt040_051,0.07106,0.044898,0.0,0.0,0.000699,0.043348000000000005,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,1,40,2,77844,0
167,185.0,wt040_051,0.071483,0.051473000000000005,0.0,0.0,0.000343,0.05059,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,2,40,2,77844,0
168,186.0,wt040_046,0.883666,0.851351,0.125115,0.125119,0.709709,0.011622,0.051582,0.000000,19124,19124,0.000000,88,4/10/2019,4,1,0.8,4,40,4,23302,0
169,187.0,wt040_051,0.085298,0.060733,0.0,0.0,0.001051,0.058334,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,3,40,2,77844,0
170,188.0,wt040_051,0.083746,0.05843,0.0,0.0,0.00034700000000000003,0.057514,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,4,40,2,77844,0
171,190.0,wt040_051,0.09136,0.059492,0.0,0.0,0.000346,0.058613,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,5,40,2,77844,0
172,191.0,wt040_051,0.090042,0.056602,0.0,0.0,0.000697,0.055048,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,6,40,2,77844,0
173,192.0,wt040_041,4.095465,4.018395,3.349565,3.349572,0.619315,0.048134,2.367516,0.000227,30798,30805,0.000227,464,4/10/2019,4,1,0.8,8,40,2,62304,8482
174,193.0,wt040_051,0.086395,0.060903,0.0,0.0,0.0,0.060841999999999986,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,8,40,2,77844,0
175,194.0,wt040_051,0.118036,0.086979,0.0,0.0,0.001021,0.084772,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,7,40,2,77844,0
176,196.0,wt040_051,0.139552,0.128002,0.0,0.0,0.096443,0.03067,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,1,40,4,39266,0
177,197.0,wt040_041,4.726856,4.674161,3.981762,3.98177,0.628536,0.062252,3.078448,0.000227,30798,30805,0.000227,441,4/10/2019,4,1,0.8,6,40,2,62304,9310
178,198.0,wt040_051,0.134686,0.122677,0.0,0.0,0.090706,0.031072,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,3,40,4,39266,0
179,199.0,wt040_051,0.143725,0.119552,0.0,0.0,0.096633,0.022321,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,2,40,4,39266,0
180,200.0,wt040_046,0.936147,0.904042,0.185245,0.185251,0.694919,0.021768,0.113874,0.000000,19124,19124,0.000000,72,4/10/2019,4,1,0.8,6,40,4,23302,1880
181,201.0,wt040_051,0.218299,0.158193,0.0,0.0,0.000721,0.0,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,10,40,2,962913,0
182,202.0,wt040_046,0.953554,0.908058,0.206183,0.206189,0.6759270000000001,0.025165,0.109242,0.000000,19124,19124,0.000000,100,4/10/2019,4,1,0.8,5,40,4,23302,0
183,203.0,wt040_051,0.141577,0.12928499999999998,0.0,0.0,0.092932,0.035802,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,4,40,4,39266,0
184,204.0,wt040_051,0.154226,0.13406500000000002,0.0,0.0,0.093209,0.039825,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,5,40,4,39266,0
185,205.0,wt040_051,0.143225,0.129931,0.0,0.0,0.088374,0.041398,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,6,40,4,39266,0
186,207.0,wt040_051,0.148757,0.136904,0.0,0.0,0.09583,0.040163,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,7,40,4,39266,0
187,208.0,wt040_051,0.149798,0.129167,0.0,0.0,0.091304,0.037339,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,8,40,4,39266,0
188,209.0,wt040_046,2.404515,2.363674,1.944179,1.944183,0.390216,0.029317000000000006,1.099008,0.000000,34146,34146,0.000000,486,4/10/2019,4,1,0.8,8,40,2,36270,3022
189,210.0,wt040_051,0.200714,0.173055,0.0,0.0,0.097123,0.0,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,10,40,4,476060,0
190,211.0,wt040_046,0.944436,0.927966,0.187146,0.187152,0.7059310000000001,0.029571,0.097343,0.000000,19124,19124,0.000000,96,4/10/2019,4,1,0.8,7,40,4,23302,0
191,212.0,wt040_046,2.771551,2.698368,2.289254,2.289259,0.386754,0.017856,1.153328,0.000000,34146,34146,0.000000,578,4/10/2019,4,1,0.8,5,40,2,36270,0
192,213.0,wt040_046,0.978391,0.945718,0.21468,0.214685,0.704939,0.023802,0.13206800000000002,0.000000,19124,19124,0.000000,88,4/10/2019,4,1,0.8,8,40,4,23302,1788
193,216.0,wt040_046,1.327624,1.2795530000000002,0.514518,0.514525,0.718611,0.0,0.412028,0.000000,19124,19124,0.000000,78,4/10/2019,4,1,0.8,10,40,4,310970,16987
194,217.0,wt040_046,3.299931,3.235004,2.7964900000000004,2.796496,0.397845,0.040778,1.458699,0.000000,34146,34146,0.000000,609,4/10/2019,4,1,0.8,7,40,2,36270,0
195,218.0,wt040_046,3.561815,3.520836,3.090199,3.090205,0.4023,0.027538,2.028234,0.000000,34146,34146,0.000000,517,4/10/2019,4,1,0.8,6,40,2,36270,2946
196,219.0,wt040_056,0.948851,0.712862,0.250524,0.25053000000000003,0.422645,0.033962,0.099268,0.035088,798,826,0.035088,79,4/10/2019,4,1,0.8,2,40,4,33796,15490
197,220.0,wt040_056,1.214558,0.931301,0.5541,0.5541050000000001,0.343738,0.033316000000000005,0.201291,0.011867,1264,1279,0.011867,192,4/10/2019,4,1,0.8,1,40,2,65080,28013
198,221.0,wt040_056,0.920013,0.6359199999999999,0.163245,0.163253,0.439147,0.030773,0.036632,0.035088,798,826,0.035088,81,4/10/2019,4,1,0.8,3,40,4,33796,15110
199,222.0,wt040_056,1.035327,0.755165,0.239533,0.23954,0.485091,0.027523,0.076439,0.035088,798,826,0.035088,81,4/10/2019,4,1,0.8,1,40,4,33796,15110
200,223.0,wt040_056,0.909124,0.647489,0.183443,0.18345,0.435822,0.023883,0.05648,0.035088,798,826,0.035088,81,4/10/2019,4,1,0.8,4,40,4,33796,15552
201,224.0,wt040_056,1.276069,1.005256,0.620782,0.620784,0.35381,0.029979,0.205969,0.011867,1264,1279,0.011867,191,4/10/2019,4,1,0.8,3,40,2,65080,29300
202,225.0,wt040_056,0.905759,0.8694209999999999,0.335717,0.335725,0.488457,0.042358,0.204714,0.035088,798,826,0.035088,81,4/10/2019,4,1,0.8,5,40,4,33796,15856
203,226.0,wt040_056,1.461851,1.242603,0.810303,0.810312,0.384555,0.04662,0.398896,0.011867,1264,1279,0.011867,180,4/10/2019,4,1,0.8,4,40,2,65080,28738
204,227.0,wt040_056,1.499154,1.252474,0.880108,0.8801120000000001,0.333669,0.035304,0.54651,0.011867,1264,1279,0.011867,183,4/10/2019,4,1,0.8,2,40,2,65080,30120
205,228.0,wt040_056,1.639557,1.609183,1.152896,1.152901,0.388514,0.065827,0.8837709999999999,0.011867,1264,1279,0.011867,186,4/10/2019,4,1,0.8,5,40,2,65080,28988
206,230.0,wt040_056,1.54184,1.501302,1.069496,1.069501,0.36368,0.067212,0.8096439999999999,0.011867,1264,1279,0.011867,180,4/10/2019,4,1,0.8,8,40,2,65080,29070
207,231.0,wt040_056,1.622684,1.582184,1.135638,1.135643,0.384276,0.06044400000000001,0.793751,0.011867,1264,1279,0.011867,191,4/10/2019,4,1,0.8,7,40,2,65080,30414
208,232.0,wt040_056,0.930475,0.8863989999999999,0.35012600000000005,0.350133,0.496528,0.037239,0.225849,0.035088,798,826,0.035088,81,4/10/2019,4,1,0.8,7,40,4,33796,15856
209,233.0,wt040_056,1.059496,1.026373,0.488786,0.488793,0.483922,0.051297,0.372135,0.035088,798,826,0.035088,79,4/10/2019,4,1,0.8,6,40,4,33796,15892
210,234.0,wt040_056,0.78895,0.740927,0.27914,0.279147,0.4316100000000001,0.028544,0.177499,0.035088,798,826,0.035088,81,4/10/2019,4,1,0.8,8,40,4,33796,15914
211,235.0,wt040_056,2.023468,1.986506,1.533407,1.5334139999999998,0.39086,0.057721,1.261958,0.011867,1264,1279,0.011867,187,4/10/2019,4,1,0.8,6,40,2,65080,29242
212,236.0,wt040_056,0.935015,0.900524,0.417945,0.417951,0.4288270000000001,0.0,0.34942,0.035088,798,826,0.035088,78,4/10/2019,4,1,0.8,10,40,4,388928,132252
213,237.0,wt040_061,1.7180990000000005,1.614133,0.729065,0.72907,0.8414459999999999,0.042494,0.237642,0.017887,11293,11495,0.017887,311,4/10/2019,4,1,0.8,1,40,2,66652,20160
214,239.0,wt040_061,1.295553,1.207243,0.169354,0.16935899999999998,1.003567,0.03223,0.068642,0.006840,7310,7360,0.006840,109,4/10/2019,4,1,0.8,1,40,4,35688,6173
215,240.0,wt040_061,1.264181,1.195562,0.148766,0.148769,1.024154,0.017580000000000002,0.044375,0.006840,7310,7360,0.006840,115,4/10/2019,4,1,0.8,3,40,4,35688,6173
216,241.0,wt040_061,1.33746,1.293341,0.23083,0.230836,1.033286,0.024103,0.125042,0.006152,7315,7360,0.006152,111,4/10/2019,4,1,0.8,2,40,4,35688,6072
217,242.0,wt040_061,1.30489,1.252774,0.205306,0.205309,1.018326,0.027576,0.090098,0.006152,7315,7360,0.006152,111,4/10/2019,4,1,0.8,4,40,4,35688,6152
